yas,cinsiyet,boy,kilo,bmi,vucut_tipi,kas_orani,yag_orani,kemik_yogunlugu,hiz,kuvvet,dayaniklilik,esneklik,koordinasyon,denge,reaksiyon_hizi,ailevi_spor_gecmisi,anne_spor_durumu,baba_spor_durumu,dominant_el,spor_yili,onceki_sporlar,en_basarili_spor,yaralanma_gecmisi,stres_toleransi,takım_oyunu_tercihi,yarışma_tutkusu,konsantrasyon,coğrafi_konum,ekonomik_durum,tesis_erisimi,tavsiye_edilen_spor,skor_futbol,skor_koşu_atletizm,skor_basketbol,skor_voleybol,skor_yüzme,skor_güreş,skor_tenis,skor_bisiklet,skor_jimnastik,skor_boks
49,Kadın,164,52.8,19.6,Ektomorf,16.8,18.6,Düşük,5.9,2.2,5.9,6.9,5.7,3.4,3.9,Var,Sedanter,Sedanter,Sağ,35,['Atletizm'],Atletizm,Orta,7.6,Takım,2.5,7.2,Marmara,Yüksek,Zor,Basketbol,55.5,70.7,72.5,72.5,64.1,42.5,49.8,58.9,60.4,41.6
39,Erkek,169,67.2,23.6,Mezomorf,25.4,15.5,Yüksek,5.0,6.1,4.5,5.5,5.5,3.7,4.6,Yok,Aktif,Sporcu,Sağ,23,"['Güreş', 'Voleybol', 'Jimnastik']",Voleybol,Yok,6.0,Takım,5.0,6.2,Akdeniz,Orta,Zor,Basketbol,69.1,47.2,71.1,52.9,66.7,63.3,64.7,65.1,46.9,64.0
31,Kadın,163,40.2,15.2,Ektomorf,15.4,8.5,Yüksek,5.5,1.4,7.7,8.3,5.6,4.3,6.7,Yok,Sedanter,Aktif,Sağ,5,"['Tenis', 'Yüzme']",Yüzme,Hafif,6.1,Karma,4.4,5.4,Akdeniz,Orta,Zor,Koşu/Atletizm,57.8,74.6,71.5,71.5,68.4,48.5,56.5,63.1,62.9,47.8
39,Kadın,159,60.6,24.0,Ektomorf,21.3,19.5,Yüksek,5.6,2.4,6.1,6.3,3.6,3.2,5.3,Var,Sedanter,Aktif,Sağ,20,"['Güreş', 'Tenis', 'Futbol']",Tenis,Hafif,5.0,Takım,4.8,5.0,Marmara,Düşük,Zor,Koşu/Atletizm,51.5,69.0,67.5,67.5,63.2,41.8,46.9,59.3,55.5,44.4
37,Erkek,170,73.6,25.4,Endomorf,35.9,18.8,Düşük,3.0,8.5,4.6,3.8,3.3,4.9,4.5,Yok,Sedanter,Aktif,Sağ,15,"['Futbol', 'Tenis', 'Atletizm', 'Voleybol']",Futbol,Orta,7.5,Takım,5.8,7.8,İç Anadolu,Düşük,Zor,Güreş,43.5,43.1,45.4,45.4,50.1,66.9,35.6,51.1,46.4,46.5
30,Erkek,164,57.5,21.5,Mezomorf,22.2,14.0,Yüksek,5.4,7.1,5.4,6.1,6.9,6.3,5.2,Yok,Sedanter,Sedanter,Sağ,10,['Basketbol'],Basketbol,Hafif,5.0,Bireysel,2.8,7.7,Güneydoğu Anadolu,Yüksek,Kolay,Bisiklet,66.7,50.1,66.5,48.3,70.7,72.5,70.2,75.1,57.1,69.3
32,Erkek,164,56.7,21.1,Mezomorf,27.8,19.5,Orta,4.8,8.0,5.5,5.5,7.0,6.6,5.3,Yok,Sedanter,Sedanter,Sağ,12,"['Voleybol', 'Futbol', 'Tenis']",Futbol,Orta,7.7,Bireysel,4.9,7.8,Akdeniz,Yüksek,Zor,Bisiklet,66.0,49.3,65.6,47.4,71.4,73.8,68.4,78.0,58.4,70.2
32,Erkek,169,55.6,19.4,Ektomorf,17.2,13.2,Düşük,5.4,3.3,6.8,6.9,5.6,4.6,6.1,Yok,Sedanter,Sedanter,Sağ,12,"['Tenis', 'Boks']",Tenis,Ağır,4.5,Bireysel,3.7,7.6,Marmara,Orta,Orta,Koşu/Atletizm,48.7,71.7,64.7,64.7,68.4,48.4,52.7,66.0,64.4,48.4
42,Kadın,159,42.0,16.7,Ektomorf,13.0,14.3,Düşük,6.1,1.0,5.6,5.4,3.2,4.6,5.9,Yok,Aktif,Sedanter,Sağ,13,"['Jimnastik', 'Futbol', 'Boks']",Boks,Yok,6.4,Bireysel,2.3,7.2,İç Anadolu,Orta,Orta,Koşu/Atletizm,43.5,71.2,60.4,60.4,58.1,39.3,46.5,58.2,53.1,42.9
17,Erkek,168,59.1,20.8,Mezomorf,32.6,18.3,Yüksek,4.1,8.0,5.6,5.0,4.8,4.3,3.3,Yok,Aktif,Aktif,Sağ,7,"['Yüzme', 'Basketbol']",Basketbol,Yok,5.5,Takım,5.4,7.1,Ege,Yüksek,Orta,Bisiklet,68.2,48.4,68.1,49.9,71.2,68.9,58.5,73.1,49.3,65.5
32,Erkek,171,62.9,21.4,Endomorf,22.1,11.2,Düşük,3.7,6.4,4.6,3.9,4.1,5.9,4.8,Yok,Sedanter,Sporcu,Sağ,6,"['Futbol', 'Bisiklet', 'Güreş', 'Basketbol']",Bisiklet,Yok,4.4,Takım,3.4,4.8,İç Anadolu,Düşük,Zor,Güreş,46.2,45.8,48.2,48.2,46.6,65.1,39.1,48.7,46.0,44.5
48,Kadın,167,64.9,23.3,Ektomorf,20.4,21.5,Düşük,5.3,3.2,6.3,6.2,4.7,4.0,3.8,Yok,Sedanter,Sporcu,Sağ,15,"['Tenis', 'Futbol', 'Voleybol']",Voleybol,Ağır,8.3,Karma,5.4,7.4,Karadeniz,Orta,Kolay,Basketbol,53.3,69.2,69.9,69.9,65.8,44.9,45.5,63.3,60.2,42.9
21,Kadın,152,42.0,18.1,Ektomorf,14.7,6.1,Düşük,7.7,1.7,7.9,9.4,5.3,7.6,6.0,Yok,Sedanter,Aktif,Sağ,1,['Bisiklet'],Bisiklet,Hafif,4.5,Takım,3.6,6.4,Akdeniz,Düşük,Orta,Koşu/Atletizm,61.6,77.5,73.6,73.6,69.9,57.5,60.7,71.6,70.9,51.5
46,Erkek,168,70.2,24.9,Mezomorf,27.0,16.1,Orta,4.1,6.5,3.8,3.7,3.2,4.2,4.7,Yok,Sedanter,Aktif,Sağ,5,['Bisiklet'],Bisiklet,Yok,7.3,Bireysel,5.6,7.6,Ege,Orta,Zor,Bisiklet,54.7,43.8,57.9,39.7,62.8,60.4,55.8,65.6,41.1,62.0
49,Kadın,160,56.8,22.3,Mezomorf,26.4,23.8,Yüksek,4.9,4.1,4.3,5.4,3.9,4.3,3.6,Yok,Aktif,Aktif,Sağ,33,['Voleybol'],Voleybol,Hafif,8.8,Karma,2.5,6.5,Ege,Orta,Orta,Basketbol,65.6,46.8,66.9,48.7,61.5,60.2,59.6,61.6,41.3,58.0
48,Kadın,161,57.1,22.1,Ektomorf,17.3,26.2,Düşük,5.4,1.2,5.6,6.0,3.2,3.4,5.0,Yok,Sedanter,Sedanter,Sağ,26,"['Yüzme', 'Güreş', 'Jimnastik', 'Futbol']",Futbol,Ağır,7.1,Bireysel,1.6,4.9,İç Anadolu,Orta,Orta,Koşu/Atletizm,42.2,68.4,59.4,59.4,59.8,38.5,44.7,56.0,52.4,40.4
40,Kadın,156,55.6,22.9,Mezomorf,19.0,15.4,Orta,3.7,3.4,3.9,5.6,4.7,4.4,4.1,Yok,Sedanter,Sporcu,Sağ,9,"['Yüzme', 'Tenis', 'Futbol']",Futbol,Yok,5.7,Bireysel,2.5,6.0,Marmara,Düşük,Orta,Tenis,56.9,43.6,58.4,40.2,59.3,58.7,60.2,59.3,42.0,54.7
24,Erkek,160,41.6,16.1,Ektomorf,18.3,5.5,Yüksek,6.3,4.1,9.0,7.8,4.4,4.2,5.7,Var,Sedanter,Aktif,Sağ,11,"['Yüzme', 'Atletizm', 'Güreş']",Atletizm,Yok,5.0,Bireysel,4.9,7.3,Ege,Düşük,Kolay,Koşu/Atletizm,52.2,77.9,63.1,63.1,74.4,54.7,53.1,71.8,64.5,54.7
50,Erkek,185,75.6,22.2,Mezomorf,20.6,14.8,Orta,5.0,5.7,4.6,4.0,5.3,4.4,4.1,Yok,Sedanter,Aktif,Sağ,34,['Futbol'],Futbol,Orta,8.8,Karma,2.2,6.5,Karadeniz,Orta,Kolay,Basketbol,68.9,48.3,72.7,54.5,65.4,61.3,60.7,66.0,44.4,62.5
32,Kadın,168,60.6,21.4,Mezomorf,19.2,21.5,Düşük,4.7,5.4,4.9,7.0,7.0,4.2,4.8,Yok,Sedanter,Sedanter,Sağ,20,"['Basketbol', 'Jimnastik']",Jimnastik,Hafif,6.1,Takım,4.3,7.6,Marmara,Düşük,Zor,Basketbol,72.0,48.0,73.2,55.0,68.8,66.4,70.0,65.6,52.0,63.3
43,Kadın,172,53.6,18.2,Mezomorf,12.4,14.3,Orta,5.2,3.0,4.1,5.0,5.5,4.5,5.2,Yok,Aktif,Sedanter,Sağ,3,"['Voleybol', 'Tenis']",Voleybol,Hafif,8.9,Bireysel,2.8,4.2,Doğu Anadolu,Orta,Orta,Tenis,61.5,48.8,64.5,46.4,59.8,57.5,65.3,59.1,41.8,59.1
30,Erkek,186,63.9,18.5,Mezomorf,22.3,12.9,Orta,5.7,7.3,5.7,6.0,4.7,6.3,3.7,Yok,Sedanter,Aktif,Sağ,8,"['Futbol', 'Yüzme', 'Basketbol']",Futbol,Hafif,7.1,Karma,5.5,4.5,Ege,Orta,Zor,Bisiklet,71.1,53.1,73.0,54.8,74.1,73.3,63.8,76.2,53.3,68.0
48,Erkek,169,57.8,20.2,Mezomorf,26.8,16.4,Yüksek,3.6,6.4,5.1,4.1,3.5,3.7,5.1,Yok,Sedanter,Sedanter,Sağ,19,['Futbol'],Futbol,Ağır,9.4,Takım,3.4,7.9,Akdeniz,Orta,Orta,Bisiklet,64.0,46.9,64.9,46.7,65.8,62.4,56.9,67.1,41.3,64.0
21,Kadın,169,63.2,22.0,Endomorf,27.9,19.9,Orta,4.7,6.0,4.3,6.7,7.9,4.1,7.8,Var,Aktif,Aktif,Sağ,1,['Voleybol'],Voleybol,Hafif,3.8,Karma,5.9,7.1,Marmara,Düşük,Kolay,Güreş,54.4,46.8,56.7,56.7,50.2,65.6,58.4,43.1,54.0,50.5
28,Kadın,159,46.0,18.1,Ektomorf,16.0,17.8,Düşük,6.3,1.4,7.2,7.6,5.3,3.8,3.8,Yok,Sedanter,Sedanter,Sağ,1,['Basketbol'],Basketbol,Yok,6.8,Bireysel,2.1,4.9,Marmara,Orta,Kolay,Koşu/Atletizm,50.5,74.0,64.6,64.6,65.7,45.5,50.9,60.9,60.2,43.1
12,Kadın,158,40.0,16.0,Ektomorf,19.4,13.1,Düşük,6.6,2.8,7.3,7.3,5.1,6.2,3.2,Var,Aktif,Sporcu,Sağ,2,"['Futbol', 'Jimnastik']",Futbol,Yok,4.2,Bireysel,4.0,7.8,Güneydoğu Anadolu,Orta,Orta,Koşu/Atletizm,50.9,75.3,64.7,64.7,67.8,52.0,49.5,69.6,66.2,45.3
45,Kadın,145,40.0,18.9,Ektomorf,16.0,9.6,Düşük,4.7,2.2,6.8,6.3,4.4,3.0,5.8,Var,Sporcu,Aktif,Sağ,1,['Atletizm'],Atletizm,Yok,6.1,Bireysel,3.1,7.7,Akdeniz,Orta,Kolay,Koşu/Atletizm,45.3,69.4,58.4,58.4,62.4,42.4,47.6,60.0,56.2,44.5
14,Erkek,182,52.5,15.9,Ektomorf,22.1,5.5,Yüksek,6.1,2.6,7.0,4.8,4.6,5.4,4.3,Yok,Sedanter,Aktif,Sağ,3,"['Basketbol', 'Bisiklet', 'Futbol']",Bisiklet,Hafif,3.7,Bireysel,2.6,5.6,Akdeniz,Orta,Kolay,Koşu/Atletizm,48.5,75.3,65.8,65.8,65.2,45.1,45.1,66.7,58.9,45.5
14,Kadın,157,44.7,18.2,Ektomorf,17.1,9.1,Düşük,4.6,1.6,5.7,6.3,5.9,3.7,3.4,Yok,Sedanter,Aktif,Sağ,3,"['Futbol', 'Güreş', 'Boks']",Güreş,Yok,4.3,Bireysel,3.8,5.1,Akdeniz,Orta,Orta,Koşu/Atletizm,45.8,68.1,62.4,62.4,60.7,40.5,45.8,57.8,59.1,36.9
49,Kadın,158,44.5,17.8,Ektomorf,16.1,14.0,Yüksek,6.2,1.1,6.7,6.8,3.1,4.1,5.9,Yok,Aktif,Aktif,Sağ,37,"['Futbol', 'Atletizm']",Futbol,Orta,6.6,Takım,3.0,4.7,Marmara,Düşük,Kolay,Koşu/Atletizm,52.7,73.0,67.6,67.6,62.7,43.1,49.1,59.8,54.7,45.3
20,Kadın,161,50.5,19.5,Ektomorf,12.8,13.6,Düşük,6.7,2.0,8.2,9.2,7.8,6.0,7.9,Yok,Sporcu,Sedanter,Sağ,6,"['Futbol', 'Tenis']",Tenis,Yok,5.9,Bireysel,6.2,5.7,Akdeniz,Orta,Kolay,Koşu/Atletizm,57.6,76.2,70.1,70.1,71.8,55.3,66.5,69.3,72.7,54.2
15,Erkek,160,52.5,20.5,Ektomorf,21.9,13.7,Yüksek,6.6,2.6,7.0,4.7,3.6,5.2,4.1,Yok,Sedanter,Sedanter,Sağ,2,"['Boks', 'Futbol']",Futbol,Hafif,3.7,Karma,2.4,6.3,Karadeniz,Düşük,Orta,Koşu/Atletizm,54.9,73.5,69.5,69.5,62.4,44.5,43.6,66.2,56.5,46.0
39,Erkek,175,68.5,22.5,Endomorf,26.5,19.8,Düşük,2.5,5.4,3.7,4.3,4.0,3.3,5.1,Var,Sporcu,Aktif,Sağ,2,"['Voleybol', 'Basketbol']",Basketbol,Hafif,6.8,Takım,3.3,6.2,Güneydoğu Anadolu,Düşük,Orta,Güreş,42.2,41.8,46.4,46.4,44.4,57.6,38.0,38.7,40.0,39.5
37,Erkek,179,68.5,21.5,Mezomorf,31.4,16.8,Orta,3.6,6.9,5.1,5.4,5.9,5.0,3.8,Yok,Aktif,Aktif,Sağ,15,['Futbol'],Futbol,Ağır,7.7,Bireysel,3.8,6.9,Karadeniz,Düşük,Kolay,Bisiklet,61.1,46.8,63.2,45.0,70.3,68.0,61.3,71.1,51.3,62.5
29,Erkek,168,63.9,22.7,Endomorf,29.3,12.0,Düşük,3.6,7.1,4.5,4.5,4.1,4.7,4.1,Yok,Sedanter,Aktif,Sağ,11,"['Basketbol', 'Futbol']",Futbol,Hafif,6.2,Takım,2.4,4.4,Ege,Orta,Orta,Güreş,45.8,44.9,47.7,47.7,48.4,65.1,38.7,47.3,46.2,44.2
28,Kadın,163,47.0,17.6,Mezomorf,15.7,14.1,Yüksek,6.0,3.9,5.2,7.1,4.3,6.2,6.4,Var,Aktif,Sporcu,Sağ,3,"['Basketbol', 'Tenis']",Tenis,Hafif,5.0,Bireysel,5.0,6.6,Marmara,Orta,Zor,Tenis,62.7,52.0,62.7,44.5,66.2,68.0,70.5,67.3,48.2,66.4
13,Kadın,165,41.0,15.1,Mezomorf,14.5,13.8,Orta,5.5,3.7,4.0,5.2,3.4,4.8,4.5,Yok,Sporcu,Sedanter,Sağ,2,"['Voleybol', 'Futbol']",Futbol,Yok,4.6,Karma,4.6,5.9,Marmara,Yüksek,Orta,Basketbol,65.3,49.9,67.7,49.5,60.4,59.5,61.1,61.1,40.2,59.5
44,Kadın,156,49.1,20.2,Mezomorf,19.5,18.3,Orta,5.0,4.4,4.5,6.2,3.2,3.6,5.5,Yok,Sedanter,Aktif,Sağ,14,"['Tenis', 'Futbol']",Futbol,Hafif,8.9,Bireysel,5.3,7.5,Marmara,Düşük,Zor,Tenis,57.6,47.8,58.1,39.9,63.3,61.3,63.5,61.1,40.7,62.5
13,Kadın,161,45.0,17.3,Mezomorf,19.4,9.4,Yüksek,5.3,5.0,4.0,6.6,6.3,5.3,6.1,Yok,Sedanter,Aktif,Sağ,2,['Voleybol'],Voleybol,Yok,5.2,Takım,5.6,5.2,Marmara,Orta,Kolay,Basketbol,70.2,48.5,72.1,53.9,64.8,65.3,71.5,65.1,51.3,64.4
34,Erkek,171,56.9,19.4,Ektomorf,15.8,14.0,Orta,7.1,3.1,7.2,5.9,5.5,6.0,5.7,Var,Aktif,Aktif,Sağ,15,"['Tenis', 'Futbol']",Tenis,Yok,7.4,Takım,3.0,7.0,İç Anadolu,Düşük,Zor,Koşu/Atletizm,59.6,75.6,75.2,75.2,67.2,49.5,53.1,69.6,64.5,51.1
47,Erkek,178,83.0,26.1,Endomorf,28.0,24.2,Yüksek,3.5,5.3,3.4,3.9,4.7,3.1,4.8,Yok,Aktif,Aktif,Sağ,32,"['Futbol', 'Yüzme']",Futbol,Orta,8.8,Bireysel,3.6,5.2,Akdeniz,Orta,Orta,Güreş,37.5,41.6,42.5,42.5,43.3,55.8,39.8,37.3,40.0,40.0
26,Kadın,169,63.3,22.2,Mezomorf,25.2,21.4,Orta,5.3,5.1,5.0,6.5,5.6,5.1,3.9,Var,Sedanter,Aktif,Sağ,1,['Atletizm'],Atletizm,Hafif,5.0,Karma,2.9,6.4,Ege,Düşük,Kolay,Basketbol,70.7,49.1,71.8,53.6,67.6,66.7,66.0,67.1,49.6,62.4
47,Kadın,176,65.0,21.0,Mezomorf,25.4,20.3,Yüksek,5.3,5.2,5.4,6.0,4.7,3.0,4.0,Yok,Sedanter,Aktif,Sağ,37,"['Futbol', 'Bisiklet', 'Atletizm']",Atletizm,Yok,9.1,Bireysel,3.6,5.3,Ege,Orta,Zor,Yüzme,62.5,50.5,63.8,45.6,68.5,62.9,63.6,63.6,43.5,63.5
38,Kadın,156,47.3,19.5,Ektomorf,13.4,14.7,Düşük,4.8,2.3,5.8,6.6,5.7,5.6,5.6,Var,Aktif,Sedanter,Sağ,23,"['Yüzme', 'Futbol']",Futbol,Ağır,8.5,Takım,3.8,4.4,Güneydoğu Anadolu,Düşük,Zor,Basketbol,53.3,68.2,69.5,69.5,62.6,46.0,50.4,63.8,64.0,42.7
29,Kadın,162,55.3,21.0,Ektomorf,23.8,15.2,Düşük,6.0,2.5,8.0,8.0,4.3,6.4,5.3,Var,Sedanter,Sedanter,Sağ,15,['Jimnastik'],Jimnastik,Ağır,5.1,Karma,3.5,5.8,Ege,Yüksek,Orta,Koşu/Atletizm,56.9,74.1,69.9,69.9,70.2,54.4,52.0,70.9,65.8,48.7
34,Kadın,162,40.2,15.4,Ektomorf,13.4,14.2,Yüksek,7.1,1.8,7.4,7.0,6.0,7.0,5.0,Var,Aktif,Sporcu,Sağ,19,"['Voleybol', 'Basketbol']",Voleybol,Orta,5.8,Karma,5.0,6.4,Karadeniz,Orta,Orta,Koşu/Atletizm,60.9,76.9,75.0,75.0,66.1,51.3,54.7,69.3,66.9,47.8
39,Kadın,168,69.0,24.5,Mezomorf,25.1,22.6,Düşük,5.0,4.8,5.1,5.7,3.4,5.3,5.6,Yok,Sedanter,Sedanter,Sağ,17,"['Tenis', 'Basketbol']",Tenis,Ağır,5.2,Takım,3.2,6.9,Marmara,Düşük,Orta,Basketbol,66.4,47.9,67.2,49.0,65.7,65.3,63.1,67.1,44.0,64.5
20,Kadın,170,61.1,21.1,Endomorf,22.0,14.6,Orta,3.3,5.7,4.2,6.4,5.7,7.5,5.7,Yok,Sedanter,Sedanter,Sağ,9,"['Yüzme', 'Basketbol']",Yüzme,Hafif,3.0,Takım,5.2,7.6,Akdeniz,Düşük,Zor,Güreş,47.6,44.4,50.3,50.3,49.0,70.5,47.5,49.8,55.1,43.5
37,Erkek,168,65.0,22.9,Ektomorf,20.9,19.2,Orta,4.8,2.7,5.5,5.3,4.8,3.9,3.8,Var,Sedanter,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,5.2,Karma,5.0,5.3,Akdeniz,Düşük,Orta,Basketbol,51.1,67.0,69.3,69.3,61.9,40.7,43.1,60.2,57.6,39.6
18,Kadın,157,42.5,17.2,Ektomorf,14.4,14.0,Orta,7.2,2.8,7.6,8.8,4.1,6.3,5.9,Yok,Sedanter,Sedanter,Sağ,4,"['Futbol', 'Boks']",Futbol,Hafif,5.9,Karma,3.5,4.4,Akdeniz,Yüksek,Zor,Koşu/Atletizm,58.0,76.5,71.1,71.1,70.9,55.5,56.4,70.4,67.3,51.8
29,Kadın,167,57.9,20.7,Endomorf,18.7,21.0,Yüksek,4.2,3.2,4.9,5.9,6.5,4.2,6.9,Yok,Sedanter,Sporcu,Sağ,18,"['Voleybol', 'Atletizm', 'Tenis']",Voleybol,Ağır,6.7,Karma,2.7,6.6,Güneydoğu Anadolu,Düşük,Orta,Güreş,52.0,47.3,53.0,53.0,44.5,60.4,51.8,38.4,45.1,44.0
13,Erkek,155,45.1,18.8,Ektomorf,15.3,8.9,Orta,5.7,3.3,6.4,6.0,5.1,4.1,4.5,Yok,Sedanter,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,2.6,Takım,4.9,4.8,Karadeniz,Orta,Zor,Koşu/Atletizm,54.9,71.1,69.9,69.9,64.3,45.1,47.8,64.0,60.9,45.3
38,Kadın,153,48.9,21.0,Mezomorf,20.1,19.1,Orta,3.8,4.5,4.3,5.8,4.1,3.5,4.3,Yok,Aktif,Sedanter,Sağ,8,"['Basketbol', 'Yüzme']",Basketbol,Yok,6.8,Karma,3.3,5.9,Marmara,Orta,Orta,Basketbol,64.0,44.9,64.4,46.2,62.1,60.2,60.0,60.7,41.6,58.0
23,Kadın,160,45.9,17.8,Ektomorf,18.4,8.2,Yüksek,7.9,3.9,7.8,8.5,7.8,5.3,5.4,Yok,Sedanter,Aktif,Sağ,1,['Atletizm'],Atletizm,Hafif,3.7,Karma,6.5,4.1,Doğu Anadolu,Düşük,Zor,Basketbol,66.4,78.1,79.5,79.5,73.1,55.5,62.9,71.1,73.6,54.5
15,Kadın,160,40.0,15.7,Ektomorf,12.2,14.1,Orta,4.9,1.0,6.9,6.4,4.6,6.2,4.7,Yok,Sedanter,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,2.4,Karma,4.0,5.3,Karadeniz,Yüksek,Orta,Koşu/Atletizm,53.5,71.8,68.2,68.2,62.4,46.4,46.5,64.7,60.4,40.9
43,Erkek,183,77.4,23.1,Endomorf,23.6,14.5,Yüksek,2.8,4.2,4.7,3.2,5.9,4.9,3.1,Var,Aktif,Sporcu,Sağ,4,['Voleybol'],Voleybol,Yok,8.0,Takım,1.1,6.2,Karadeniz,Yüksek,Orta,Güreş,48.0,44.0,51.3,51.3,43.0,58.2,36.4,41.8,42.2,36.0
25,Erkek,184,76.3,22.6,Ektomorf,31.9,17.2,Düşük,5.8,5.8,6.6,6.0,6.8,4.5,4.7,Yok,Sedanter,Aktif,Sağ,13,"['Basketbol', 'Voleybol', 'Atletizm', 'Futbol']",Futbol,Hafif,5.0,Takım,3.2,5.1,İç Anadolu,Yüksek,Orta,Basketbol,58.5,71.4,76.7,76.7,72.7,50.7,51.5,70.9,69.3,50.7
32,Kadın,160,52.8,20.7,Mezomorf,18.4,24.8,Orta,5.2,3.5,5.0,6.6,7.2,5.4,4.1,Var,Aktif,Aktif,Sağ,14,['Yüzme'],Yüzme,Ağır,7.9,Bireysel,4.2,4.0,Akdeniz,Orta,Orta,Tenis,66.2,49.1,66.2,48.0,63.8,64.5,69.3,64.2,50.4,59.6
43,Kadın,161,62.4,24.1,Mezomorf,20.0,25.9,Düşük,4.5,4.7,4.4,4.5,3.8,4.5,4.7,Yok,Aktif,Aktif,Sol,11,"['Yüzme', 'Futbol']",Yüzme,Orta,5.4,Bireysel,2.9,5.4,Akdeniz,Düşük,Orta,Bisiklet,57.6,45.7,58.8,40.7,61.2,60.2,59.1,63.6,40.9,60.5
38,Kadın,165,67.3,24.6,Ektomorf,24.4,25.1,Düşük,5.0,2.6,5.8,6.0,5.6,4.7,3.4,Yok,Sedanter,Sedanter,Sağ,17,['Basketbol'],Basketbol,Hafif,6.2,Karma,4.3,6.7,Marmara,Orta,Zor,Basketbol,53.5,67.2,70.8,70.8,63.2,43.8,45.5,62.4,61.6,39.6
33,Kadın,156,49.2,20.1,Mezomorf,17.0,19.0,Yüksek,5.7,3.4,5.8,6.1,7.2,4.5,5.0,Yok,Sedanter,Aktif,Sağ,10,['Tenis'],Tenis,Hafif,8.0,Karma,2.8,6.2,Güneydoğu Anadolu,Düşük,Orta,Futbol,75.8,51.4,73.9,55.7,63.7,63.3,70.9,63.8,47.6,63.5
40,Kadın,143,40.0,19.7,Ektomorf,12.4,12.5,Düşük,5.4,1.3,5.0,5.4,3.6,4.6,3.7,Yok,Sedanter,Sporcu,Sağ,30,['Basketbol'],Basketbol,Orta,7.7,Takım,3.1,4.8,Marmara,Yüksek,Kolay,Koşu/Atletizm,49.1,67.2,65.2,65.2,55.6,38.7,42.0,57.6,54.4,37.1
38,Kadın,166,65.9,24.0,Mezomorf,22.1,22.9,Orta,4.8,4.2,4.3,6.3,4.4,3.6,3.4,Yok,Sedanter,Aktif,Sol,1,['Güreş'],Güreş,Hafif,7.4,Takım,5.0,7.4,Akdeniz,Yüksek,Zor,Basketbol,66.4,46.3,68.4,50.2,64.0,60.7,61.6,60.2,42.7,57.6
29,Erkek,177,67.0,21.3,Mezomorf,22.6,12.2,Orta,5.0,5.7,6.1,6.2,5.1,6.7,4.0,Yok,Sedanter,Sedanter,Sol,18,"['Jimnastik', 'Tenis']",Jimnastik,Hafif,5.0,Bireysel,4.5,7.1,İç Anadolu,Düşük,Zor,Bisiklet,64.0,51.1,64.1,45.9,71.2,72.2,64.2,74.4,52.2,65.1
31,Erkek,167,66.8,24.0,Ektomorf,19.6,18.7,Düşük,6.8,4.4,7.2,5.7,5.9,4.1,5.1,Var,Aktif,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,4.8,Bireysel,3.3,4.4,Marmara,Düşük,Orta,Koşu/Atletizm,52.5,73.4,67.6,67.6,68.7,48.0,51.8,68.2,63.8,51.8
29,Erkek,178,68.6,21.6,Ektomorf,29.4,15.5,Orta,6.3,6.1,7.0,6.7,4.3,5.0,7.0,Yok,Sedanter,Aktif,Sol,11,"['Futbol', 'Tenis', 'Bisiklet', 'Basketbol']",Basketbol,Hafif,4.7,Karma,3.4,4.2,Marmara,Orta,Zor,Yüzme,55.6,73.2,72.4,72.4,74.5,54.2,53.3,73.6,67.5,57.1
45,Erkek,182,77.8,23.5,Mezomorf,20.7,12.1,Orta,3.6,4.2,4.1,4.2,3.2,4.4,3.7,Yok,Aktif,Sedanter,Sağ,29,['Basketbol'],Basketbol,Hafif,6.6,Takım,1.5,4.8,Doğu Anadolu,Yüksek,Zor,Basketbol,61.6,44.2,65.9,47.8,61.8,58.0,54.0,61.6,38.2,55.6
39,Erkek,175,64.1,21.0,Mezomorf,21.0,16.6,Orta,5.2,5.3,5.5,4.6,5.7,4.3,3.2,Yok,Aktif,Sedanter,Sol,18,"['Futbol', 'Tenis', 'Atletizm', 'Boks']",Boks,Hafif,7.7,Karma,4.2,5.5,Marmara,Yüksek,Orta,Basketbol,71.6,50.5,72.5,54.4,66.2,63.1,61.3,66.9,45.3,62.2
29,Kadın,171,55.9,19.2,Mezomorf,19.0,14.1,Orta,4.6,3.4,5.8,6.9,5.2,3.6,5.6,Yok,Aktif,Aktif,Sağ,5,"['Futbol', 'Yüzme', 'Basketbol', 'Voleybol']",Yüzme,Hafif,6.2,Bireysel,4.5,5.5,İç Anadolu,Orta,Zor,Tenis,62.9,50.4,62.8,44.6,67.0,63.1,67.8,61.8,43.8,62.5
33,Kadın,161,45.5,17.6,Mezomorf,14.5,14.4,Düşük,6.0,4.0,5.1,6.1,5.2,6.2,5.8,Yok,Sporcu,Aktif,Sağ,6,"['Voleybol', 'Yüzme']",Voleybol,Yok,6.7,Karma,3.8,5.1,İç Anadolu,Düşük,Kolay,Futbol,71.5,51.8,71.4,53.2,64.1,66.2,69.3,67.3,48.2,65.3
